Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,solar_powered__water_heater,gas_water_heater,electric_water_heater___peak_hou,electric_water_heater___off_peak,gas,natural_gas,hybrid,electric___peak_hours,electric___off_peak_hours,jetfuel
18,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
18,5,car trips- self only,miles,348,47,,,,,1,,,,,
18,5,car trips - driver and self,miles,37,23,,,,,1,,,,,
18,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
18,5,trips using public ground transportation,bags,12,58,,,,,,,,,,
18,6,bags of garbage disposed,bags,22,46,,,,,,,,,,
18,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
18,6,bags of compost deposited (negative CF),bags,7,15,,,,,,,,,,
18,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
18,6,large items disposed,items,2,19,,,,,,,,,,
19,1,Household heating => 70F,hours,3,92,,,,,,1,,,,
19,1,Household heating < 70F,hours,4,86,,,,,,1,,,,
19,1,Use of heat pump,hours,,40,,,,,,,,,,
19,1,Use of air conditioner,hours,17,43,,,,1,,,,,,
19,2,shower - short,count,4,83,,,,,,,,,,
19,2,shower - long (> 3 min),count,38,82,,,,,,,,,,
19,2,bath,count,,16,,,,,,,,,,
19,2,wash-up,count,43,24,,,,,,,,,,
19,3,use of dishwasher,count,,23,,,,,,,,,,
19,3,use of clothes washer,count,2,38,,,,,,,,,,
19,3,use of clothes dryer,count,3,16,,,,,,,,,,
19,3,use of cooking range,count,,,,,,,,,,,,
19,3,use of  oven,count,8,33,,,,,,,,,,
19,3,use of self-clean feature of electric oven,count,1,21,,,,,,,,,,
19,3,Small kitchen appliance in the home,count,52,,,,,,,,,,,
19,4,TV/computer use,count,58,30,,,,1,,,,,,
19,5,air travel - large plane,miles,2501,43,,,,,,,,,,1
19,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
19,5,car trips- self only,miles,301,54,,,,,1,,,,,
19,5,car trips - driver and self,miles,31,26,,,,,1,,,,,
19,5,car trips - 2+ people with multiple end points,miles,30,,,,,,1,,,,,
19,5,trips using public ground transportation,bags,19,54,,,,,,,,,,
19,6,bags of garbage disposed,bags,23,44,,,,,,,,,,
19,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
19,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
19,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
19,6,large items disposed,items,2,20,,,,,,,,,,
20,1,Household heating => 70F,count,1,86,,,,,,1,,,,
20,1,Household heating < 70F,count,2,63,,,,,,1,,,,
20,1,Use of heat pump,count,,45,,,,,,,,,,
20,1,Use of air conditioner,count,14,48,,,,,,,,,,
20,2,shower - short,count,7,91,,,,,,,,,,
20,2,shower - long (> 3 min),count,37,87,,,1,,,,,,,
20,2,bath,count,5,14,,,,,,,,,,
20,2,wash-up,count,51,24,,1,,,,,,,,
20,3,use of dishwasher,count,,20,,1,,,,,,,,
20,3,use of clothes washer,count,2,30,,,,,,,,,,
20,3,use of clothes dryer,count,2,15,,,,,,,,,1,
20,3,use of cooking range,count,,,,,,1,,,,,1,
20,3,use of  oven,count,11,35,,,1,,,,,,1,
20,3,use of self-clean feature of electric oven,count,1,21,,,,,,,,,,
20,3,Small kitchen appliance in the home,count,53,,,,,,,,,,,
20,4,TV/computer use,count,64,21,,,,,,,,,,
20,5,air travel - large plane,miles,2459,47,,,,,,,,,,
20,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
20,5,car trips- self only,miles,287,53,,,,,1,,,,,
20,5,car trips - driver and self,miles,13,28,,,,,1,,,,,
20,5,car trips - 2+ people with multiple end points,miles,23,,,,,,1,,,,,
20,5,trips using public ground transportation,bags,18,51,,,,,,,,,,
20,6,bags of garbage disposed,bags,28,48,,,,,,,,,,
20,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
20,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
20,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
20,6,large items disposed,items,,18,,,,,,,,,,
21,1,Household heating => 70F,hours,6,80,,,,,,1,,,,
21,1,Household heating < 70F,hours,2,90,,1,,,1,1,,,,
21,1,Use of heat pump,hours,,53,,,,,,,,,,
21,1,Use of air conditioner,hours,18,57,,,,,,,,,,
21,2,shower - short,count,2,97,,,,,,,,,,
21,2,shower - long (> 3 min),count,38,79,,,,,,,,,,
21,2,bath,count,,16,,,,,,,,,,
21,2,wash-up,count,35,39,,,,,,,,,,
21,3,use of dishwasher,count,,25,,,,,,,,,,
21,3,use of clothes washer,count,8,34,,,,,,,,,,
21,3,use of clothes dryer,count,4,14,,,,,,,,,,
21,3,use of cooking range,count,,,,1,,,,,,,,
21,3,use of  oven,count,10,40,,,,,,,,,,
21,3,use of self-clean feature of electric oven,count,4,14,,,,,,,,,,
21,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
21,4,TV/computer use,count,62,21,,,,,,,,,,
21,5,air travel - large plane,miles,3515,45,,,,,,,,,,
21,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
21,5,car trips- self only,miles,315,51,,,,,1,,,,,
21,5,car trips - driver and self,miles,25,31,,,,,1,,,,,
21,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
21,5,trips using public ground transportation,bags,16,62,,,,,,,,,,
21,6,bags of garbage disposed,bags,20,44,,,,,,,,,,
21,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
21,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
21,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
21,6,large items disposed,items,,12,,,,,,,,,,
22,1,Household heating => 70F,count,5,90,,,,,,1,,,,
22,1,Household heating < 70F,count,8,65,1,,,1,,1,,,,
22,1,Use of heat pump,count,,53,,,,,,,,,,
22,1,Use of air conditioner,count,23,41,,,,1,,,,,,
22,2,shower - short,count,4,91,,,,,,,,,,
22,2,shower - long (> 3 min),count,13,88,,,,,,,,,,
22,2,bath,count,,9,,,,,,,,,,
22,2,wash-up,count,34,34,,,,,,,,,,
22,3,use of dishwasher,count,,24,,,,,,,,,,
22,3,use of clothes washer,count,5,41,,,,,1,,,,,
22,3,use of clothes dryer,count,2,12,,,,,,,,,1,
22,3,use of cooking range,count,,,,,,,,,,,1,
22,3,use of  oven,count,11,40,,,,,,,,,1,
22,3,use of self-clean feature of electric oven,count,4,19,,,,,,,1,,,
22,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
22,4,TV/computer use,count,63,28,,,,,,,,,,
22,5,air travel - large plane,miles,3300,43,,,,,,,,,,
22,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
22,5,car trips- self only,miles,404,46,,,,,1,,,,,
22,5,car trips - driver and self,miles,32,32,,,,,1,,,,,
22,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
22,5,trips using public ground transportation,bags,16,58,,,,,,,,,,
22,6,bags of garbage disposed,bags,18,46,,,,,,,,,,
22,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
22,6,bags of compost deposited (negative CF),bags,8,18,,,,,,,,,,
22,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
22,6,large items disposed,items,2,20,,,,,,,,,,
23,1,Household heating => 70F,hours,3,79,,,,,,1,,,,
23,1,Household heating < 70F,hours,5,79,,,,,,1,,,,
23,1,Use of heat pump,hours,,40,,1,,,,,,,,
23,1,Use of air conditioner,hours,19,57,,,,,,,,,,
23,2,shower - short,count,4,83,,1,,,,,,,,
23,2,shower - long (> 3 min),count,12,80,,,1,,1,,,,,
23,2,bath,count,,12,,,,,,,,,,
23,2,wash-up,count,42,34,,,,,,,,,,
23,3,use of dishwasher,count,,21,,,,,,,,,,
23,3,use of clothes washer,count,6,37,,,,,,,,,,
23,3,use of clothes dryer,count,3,13,,,,,,,,,,
23,3,use of cooking range,count,,,,,,,,,,,,
23,3,use of  oven,count,10,41,,1,,,1,,,,,
23,3,use of self-clean feature of electric oven,count,3,13,,,,,,,1,,,
23,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
23,4,TV/computer use,count,58,27,,,,,,,,,,
23,5,air travel - large plane,miles,2351,44,,,,,,,,,,
23,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
23,5,car trips- self only,miles,319,42,,,,,1,,,,,
23,5,car trips - driver and self,miles,18,40,,,,,1,,,,,
23,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
23,5,trips using public ground transportation,bags,17,53,,,,,,,,,,
23,6,bags of garbage disposed,bags,21,43,,,,,,,,,,
23,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
23,6,bags of compost deposited (negative CF),bags,8,18,,,,,,,,,,
23,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
23,6,large items disposed,items,1,12,,,,,,,,,,
24,1,Household heating => 70F,count,3,77,,,,,,1,,1,,
24,1,Household heating < 70F,count,1,61,,,,,,1,,,,
24,1,Use of heat pump,count,,50,,,,,,,,,,
24,1,Use of air conditioner,count,31,52,,,,,,,,,,
24,2,shower - short,count,5,92,,,,1,,,,,,
24,2,shower - long (> 3 min),count,38,77,,,,,,,,,,
24,2,bath,count,,15,,,,,,,,,,
24,2,wash-up,count,51,24,,1,,,,,,,,
24,3,use of dishwasher,count,12,22,,,,,,,,,,
24,3,use of clothes washer,count,6,42,,,,,,,,,,
24,3,use of clothes dryer,count,3,20,,,,,,,,,1,
24,3,use of cooking range,count,,,,,,,,,,,1,
24,3,use of  oven,count,10,39,,,,,,,,,1,
24,3,use of self-clean feature of electric oven,count,4,14,,,,,,,,,,
24,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
24,4,TV/computer use,count,60,30,,,,,,,,,,
24,5,air travel - large plane,miles,3779,51,,,,,,,,,,1
24,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
24,5,car trips- self only,miles,437,55,,,,,1,,,,,
24,5,car trips - driver and self,miles,22,24,,,,,1,,,,,
24,5,car trips - 2+ people with multiple end points,miles,12,,,,,,1,,,,,
24,5,trips using public ground transportation,bags,17,53,,,,,,,,,,
24,6,bags of garbage disposed,bags,23,43,,,,,,,,,,
24,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
24,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
24,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
24,6,large items disposed,items,1,16,,,,,,,,,,
25,1,Household heating => 70F,hours,2,66,,,,,,1,,,,
25,1,Household heating < 70F,hours,9,80,,,,,,1,,,,
25,1,Use of heat pump,hours,,52,,,,,,,,,,
25,1,Use of air conditioner,hours,28,49,,,,,,,,,,
25,2,shower - short,count,5,96,,,1,,,,,,,
25,2,shower - long (> 3 min),count,26,73,,,,,,,,,,
25,2,bath,count,,18,,,,,,,,,,
25,2,wash-up,count,50,39,,,,,,,,,,
25,3,use of dishwasher,count,,23,,1,,,,,,,,
25,3,use of clothes washer,count,5,35,,,,,,,,,,
25,3,use of clothes dryer,count,4,12,,,,,,,,,,
25,3,use of cooking range,count,,,,,,,,,,,,
25,3,use of  oven,count,11,32,,,,,,,,,,
25,3,use of self-clean feature of electric oven,count,3,15,,,,,,,,,,
25,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
25,4,TV/computer use,count,61,30,,,,,,,,,,
25,5,air travel - large plane,miles,2060,50,,,,,,,,,,
25,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
25,5,car trips- self only,miles,266,59,,,,,1,,,,,
25,5,car trips - driver and self,miles,16,33,,,,,1,,,,,
25,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
25,5,trips using public ground transportation,bags,14,55,,,,,,,,,,
25,6,bags of garbage disposed,bags,22,46,,,,,,,,,,
25,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
25,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
25,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
25,6,large items disposed,items,2,17,,,,,,,,,,
26,1,Household heating => 70F,count,4,80,,,,,,1,,,,
26,1,Household heating < 70F,count,8,81,,,,,,1,,,,
26,1,Use of heat pump,count,,49,,,,,,,,,,
26,1,Use of air conditioner,count,24,56,,,,,,,,1,,
26,2,shower - short,count,3,86,,,,,,,,,,
26,2,shower - long (> 3 min),count,22,84,,,,,,,,,,
26,2,bath,count,,12,,,,,,,,,,
26,2,wash-up,count,42,27,,,,,,,,,,
26,3,use of dishwasher,count,,21,,,,1,,,,,,
26,3,use of clothes washer,count,7,32,,,,1,,,,,,
26,3,use of clothes dryer,count,2,16,,,,,,,,,1,
26,3,use of cooking range,count,,,,,,,,,,,1,
26,3,use of  oven,count,11,40,,,,,,,,,1,
26,3,use of self-clean feature of electric oven,count,1,17,,,,,,,,,,
26,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
26,4,TV/computer use,count,60,31,,,,,,,,,,
26,5,air travel - large plane,miles,2221,51,,,,,,,,,,
26,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
26,5,car trips- self only,miles,449,56,,,,,1,,,,,
26,5,car trips - driver and self,miles,33,25,,,,,1,,,,,
26,5,car trips - 2+ people with multiple end points,miles,14,,,,,,1,,,,,
26,5,trips using public ground transportation,bags,19,48,,,,,,,,,,
26,6,bags of garbage disposed,bags,17,51,,,,,,,,,,
26,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
26,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
26,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
26,6,large items disposed,items,,16,,,,,,,,,,
27,1,Household heating => 70F,hours,6,85,1,1,,,,1,,,,
27,1,Household heating < 70F,hours,3,61,,1,,,,1,,,,
27,1,Use of heat pump,hours,,48,,,,,,,,,,
27,1,Use of air conditioner,hours,16,46,,,1,,,,,,,
27,2,shower - short,count,3,91,,1,,,,,,,,
27,2,shower - long (> 3 min),count,25,72,,,1,,,,1,,,
27,2,bath,count,,10,,1,,,,,,,,
27,2,wash-up,count,33,38,,,,,,,,,,
27,3,use of dishwasher,count,,21,,,,,,,,,,
27,3,use of clothes washer,count,2,31,,,,,,,,,,
27,3,use of clothes dryer,count,1,11,,,,,,,,,,
27,3,use of cooking range,count,,,,,,,,,,,,
27,3,use of  oven,count,12,32,1,,,,,,,,,
27,3,use of self-clean feature of electric oven,count,2,18,,,,,,,,,,
27,3,Small kitchen appliance in the home,count,,,,,,1,,,,,,
27,4,TV/computer use,count,59,27,,,,,,,,,,
27,5,air travel - large plane,miles,2693,43,,,,,,,,,,
27,5,air travel - small  plane (<50 seats),miles,626,31,,,,,,,,,,
27,5,car trips- self only,miles,438,58,,,,,1,,,,,
27,5,car trips - driver and self,miles,22,19,,,,,1,,,,,
27,5,car trips - 2+ people with multiple end points,miles,30,,,,,,1,,,,,
27,5,trips using public ground transportation,bags,17,46,,,,,,,,,,
27,6,bags of garbage disposed,bags,17,46,,,,,,,,,,
27,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
27,6,bags of compost deposited (negative CF),bags,8,18,,,,,,,,,,
27,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
27,6,large items disposed,items,,15,,,,,,,,,,
28,1,Household heating => 70F,count,4,75,,,,,,1,,,,
28,1,Household heating < 70F,count,9,64,,1,,,,1,,,,
28,1,Use of heat pump,count,,48,,,,1,,,,,,
28,1,Use of air conditioner,count,16,38,,1,,,,,,,,
28,2,shower - short,count,7,85,,,,,,,,,,
28,2,shower - long (> 3 min),count,12,72,,,,,,,1,,,
28,2,bath,count,5,14,,,1,,,,,,,
28,2,wash-up,count,36,29,1,,1,,,,,,,
28,3,use of dishwasher,count,,24,,1,,1,,,,,,
28,3,use of clothes washer,count,8,35,,,,,,,,,,
28,3,use of clothes dryer,count,3,11,,,,,,,,,1,
28,3,use of cooking range,count,,,,,,,,,,,1,
28,3,use of  oven,count,12,37,,,,,,,,,1,
28,3,use of self-clean feature of electric oven,count,1,18,,,,,,,,,,
28,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
28,4,TV/computer use,count,61,25,,,,,,,,,,
28,5,air travel - large plane,miles,3820,49,,,,,,,,,,
28,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
28,5,car trips- self only,miles,321,53,,,,,1,,,,,
28,5,car trips - driver and self,miles,24,24,,,,,1,,,,,
28,5,car trips - 2+ people with multiple end points,miles,24,,,,,,1,,,,,
28,5,trips using public ground transportation,bags,18,55,,,,,,,,,,
28,6,bags of garbage disposed,bags,25,51,,,,,,,,,,
28,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
28,6,bags of compost deposited (negative CF),bags,2,4,,,,,,,,,,
28,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
28,6,large items disposed,items,2,17,,,,,,,,,,
29,1,Household heating => 70F,hours,4,91,,,,1,,1,,,,
29,1,Household heating < 70F,hours,8,62,,,1,,,1,,,,
29,1,Use of heat pump,hours,,48,,,,,,,,,,
29,1,Use of air conditioner,hours,22,46,,,,,,,,,,
29,2,shower - short,count,4,91,,,,,,,,,,
29,2,shower - long (> 3 min),count,34,82,,,,,,,,,,
29,2,bath,count,4,11,,,,,,,,,,
29,2,wash-up,count,35,26,,,,,,,,,,
29,3,use of dishwasher,count,,22,,,,,,,,,,
29,3,use of clothes washer,count,2,47,,,,,,,,,,
29,3,use of clothes dryer,count,2,19,,,,,,,,,,
29,3,use of cooking range,count,,,,,,,,,,,,
29,3,use of  oven,count,11,33,,,,,,,,,,
29,3,use of self-clean feature of electric oven,count,1,15,,,1,,,,,,,
29,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
29,4,TV/computer use,count,61,29,,,,,,,,,,
29,5,air travel - large plane,miles,2291,47,,,,,,,,,,
29,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,
29,5,car trips- self only,miles,276,60,,,,,1,,,,,
29,5,car trips - driver and self,miles,40,35,,,,,1,,,,,
29,5,car trips - 2+ people with multiple end points,miles,30,,,,,,1,,,,,
29,5,trips using public ground transportation,bags,19,59,,,,,,,,,,
29,6,bags of garbage disposed,bags,19,50,,,,,,,,,,
29,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
29,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
29,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
29,6,large items disposed,items,2,13,,,,,,,,,,
30,1,Household heating => 70F,count,5,88,,1,1,1,,1,,,,
30,1,Household heating < 70F,count,4,72,,1,,,,1,,,,
30,1,Use of heat pump,count,,43,,,,,,,,,,
30,1,Use of air conditioner,count,19,41,,,,,,,,,,
30,2,shower - short,count,2,96,,,,,,,,,,
30,2,shower - long (> 3 min),count,10,88,,,,,,,,,,
30,2,bath,count,,21,,,,,,,,,,
30,2,wash-up,count,50,41,,,1,,,,,,,
30,3,use of dishwasher,count,,22,,,,,,,,,,
30,3,use of clothes washer,count,6,29,1,,,,,,,,,
30,3,use of clothes dryer,count,1,14,,,,,,,,,1,
30,3,use of cooking range,count,,,,,,,,,,,1,
30,3,use of  oven,count,12,31,,,,,,,,,1,
30,3,use of self-clean feature of electric oven,count,2,21,,,1,,,,,,,
30,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
30,4,TV/computer use,count,58,27,,,,,,,,,,
30,5,air travel - large plane,miles,2738,51,,,,,,,,,,1
30,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
30,5,car trips- self only,miles,299,53,,,,,1,,,,,
30,5,car trips - driver and self,miles,33,23,,,,,1,,,,,
30,5,car trips - 2+ people with multiple end points,miles,11,,,,,,1,,,,,
30,5,trips using public ground transportation,bags,13,57,,,,,,,,,,
30,6,bags of garbage disposed,bags,18,45,,,,,,,,,,
30,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
30,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
30,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
30,6,large items disposed,items,1,14,,,,,,,,,,
31,1,Household heating => 70F,hours,2,60,,,,,,1,,,,
31,1,Household heating < 70F,hours,3,84,,,,,,1,,,,
31,1,Use of heat pump,hours,,53,1,,,,,,,,,
31,1,Use of air conditioner,hours,25,49,,,,,,,,1,,
31,2,shower - short,count,6,88,,,,,,,,,,
31,2,shower - long (> 3 min),count,10,81,,,,,,,,,,
31,2,bath,count,,21,,,,,,,,,,
31,2,wash-up,count,39,25,,,,,,,,,,
31,3,use of dishwasher,count,,22,,,,,,,,,,
31,3,use of clothes washer,count,3,35,,,,,,,,,,
31,3,use of clothes dryer,count,3,21,,,,,,,,,,
31,3,use of cooking range,count,,,,,,,,,,,,
31,3,use of  oven,count,11,34,,,,,,,,,,
31,3,use of self-clean feature of electric oven,count,4,13,,,,,,,,,,
31,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
31,4,TV/computer use,count,60,23,,,,,,,,,,
31,5,air travel - large plane,miles,3105,49,,,,,,,,,,
31,5,air travel - small  plane (<50 seats),miles,,,,,,,,,,,,1
31,5,car trips- self only,miles,455,49,,,,,1,,,,,
31,5,car trips - driver and self,miles,27,32,,,,,1,,,,,
31,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
31,5,trips using public ground transportation,bags,13,55,,,,,,,,,,
31,6,bags of garbage disposed,bags,20,47,,,,,,,,,,
31,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
31,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
31,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
31,6,large items disposed,items,2,16,,,,,,,,,,
32,1,Household heating => 70F,count,7,70,,,,,,1,,,,
32,1,Household heating < 70F,count,8,91,,,,,,1,,,,
32,1,Use of heat pump,count,,42,,,,,,,,,,
32,1,Use of air conditioner,count,27,53,,,,,,,,,,
32,2,shower - short,count,2,97,,,,,,,,,,
32,2,shower - long (> 3 min),count,31,73,1,,,,,,,,,
32,2,bath,count,,13,,,,,,,,,,
32,2,wash-up,count,44,35,,,,,,,,,,
32,3,use of dishwasher,count,,25,,,,,,,,,,
32,3,use of clothes washer,count,8,32,,,,,,,,,,
32,3,use of clothes dryer,count,4,17,,,,,,,,,1,
32,3,use of cooking range,count,,,,,,,,,,,1,
32,3,use of  oven,count,8,31,,,,,,,,,1,
32,3,use of self-clean feature of electric oven,count,4,16,,,,,,,,,,
32,3,Small kitchen appliance in the home,count,,,,,,,,,,,,
32,4,TV/computer use,count,58,24,,,,,,,,,,
32,5,air travel - large plane,miles,3623,49,,,,,,,,,,
32,5,air travel - small  plane (<50 seats),miles,470,23,,,,,,,,,,
32,5,car trips- self only,miles,282,61,,,,,1,,,,,
32,5,car trips - driver and self,miles,40,19,,,,,1,,,,,
32,5,car trips - 2+ people with multiple end points,miles,,,,,,,1,,,,,
32,5,trips using public ground transportation,bags,12,56,,,,,,,,,,
32,6,bags of garbage disposed,bags,26,51,,,,,,,,,,
32,6,bags of recycling deposited (negative CF),bags,,,,,,,,,,,,
32,6,bags of compost deposited (negative CF),bags,,,,,,,,,,,,
32,6,hazardous or electric items disposed,bags,,,,,,,,,,,,
32,6,large items disposed,items,,15,,,,,,,,,,
33,1,Household heating => 70F,hours,8,79,,,,,,1,,,,
33,1,Household heating < 70F,hours,10,84,,,,,,1,,,,
33,1,Use of heat pump,hours,,49,1,,,,,,,,,
33,1,Use of air conditioner,hours,29,41,,,1,,,,,,,
33,2,shower - short,count,3,83,,,,,1,,,,,
33,2,shower - long (> 3 min),count,38,77,,,,,,,,,,
33,2,bath,count,,17,,,,1,,,,,,
33,2,wash-up,count,41,28,,,,,,,,,,
